MW365527.2,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
MW667584.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Hafniaceae', ' Edwardsiella', 'Edwardsiella ictaluri'
MW666783.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Aeromonadales', ' Aeromonadaceae', ' Aeromonas', 'Aeromonas caviae'
MW664313.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas cedrina subsp. cedrina'
MW664312.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas cedrina subsp. cedrina'
MW664308.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea brenneri'
MW664304.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas cedrina subsp. cedrina'
MW664303.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas cedrina subsp. cedrina'
MW664302.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas cedrina subsp. cedrina'
MW664297.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas cedrina subsp. cedrina'
MW664296.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', ' Achromobacter', 'Achromobacter spanius'
MW664295.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea brenneri'
MW664291.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea vagans'
MW664290.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea brenneri'
MW664289.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', ' Achromobacter', 'Achromobacter deleyi'
MW664287.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas atacamensis'
MW664286.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea vagans'
MW664285.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea brenneri'
MW664284.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', ' Achromobacter', 'Achromobacter deleyi'
MW664283.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea brenneri'
MW664282.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea brenneri'
MW664281.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea brenneri'
MW664279.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', ' Achromobacter', 'Achromobacter deleyi'
MW664278.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea brenneri'
MW664277.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea brenneri'
MW664276.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', ' Achromobacter', 'Achromobacter deleyi'
MW664273.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea brenneri'
MW664272.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea vagans'
MW664271.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', ' Achromobacter', 'Achromobacter deleyi'
MW664270.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Erwinia', 'Erwinia tasmaniensis'
MW664257.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas zhaodongensis'
MW664255.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea brenneri'
MW664249.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium yanglingense'
MW664219.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea vagans'
MW664202.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Sphingomonadales', ' Sphingomonadaceae', ' Novosphingobium', 'Novosphingobium lindaniclasticum'
MW664109.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas oryzihabitans'
MW664035.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', ' Enterobacter cloacae complex', 'Enterobacter hormaechei'
MW664033.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Pseudaminobacter', ' unclassified Pseudaminobacter', 'Pseudaminobacter sp.'
MW664009.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
MW663933.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', 'Campylobacter gracilis'
MW663930.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas balearica'
MW663928.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Anaplasma', ' environmental samples', 'uncultured Anaplasma sp.'
MW663927.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Anaplasma', ' environmental samples', 'uncultured Anaplasma sp.'
MW663926.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Anaplasma', ' environmental samples', 'uncultured Anaplasma sp.'
MW663842.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', 'Enterobacter sp.'
MW663840.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Comamonadaceae', ' Delftia', 'Delftia sp.'
MW662114.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Pectobacteriaceae', ' Brenneria', "'Brenneria populi' Hauben et al. 1998"
MW662113.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Pectobacteriaceae', ' Brenneria', 'Brenneria nigrifluens'
MW662112.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Pectobacteriaceae', ' Brenneria', 'Brenneria nigrifluens'
MW662111.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Pectobacteriaceae', ' Brenneria', 'Brenneria nigrifluens'
MW662110.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Pectobacteriaceae', ' Brenneria', 'Brenneria nigrifluens'
MW662109.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Pectobacteriaceae', ' Brenneria', 'Brenneria nigrifluens'
MW661233.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Acinetobacter', ' Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii'
MW659190.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Xanthomonadales', ' Xanthomonadaceae', ' Stenotrophomonas', 'Stenotrophomonas rhizophila'
MW659105.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Xanthomonadales', ' Xanthomonadaceae', ' Stenotrophomonas', ' Stenotrophomonas maltophilia group', 'Stenotrophomonas maltophilia'
MW659070.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas chlororaphis'
MW658923.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Neisseriales', ' Neisseriaceae', ' Neisseria', 'Neisseria bacilliformis'
MW658911.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Cedecea', 'Cedecea neteri'
MW658909.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Oxalobacteraceae', ' Janthinobacterium', 'Janthinobacterium lividum'
MW658715.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Acinetobacter', 'Acinetobacter sp.'
MW658713.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae'
MW658712.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella variicola'
MW658711.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella quasipneumoniae subsp. quasipneumoniae'
MW658710.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', ' Enterobacter cloacae complex', 'Enterobacter cancerogenus'
MW658709.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', 'Enterobacter mori'
MW658708.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', ' Pantoea agglomerans group', 'Pantoea agglomerans'
MW658707.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae'
MW658706.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Acinetobacter', ' Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter lactucae'
MW658705.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Leclercia', 'Leclercia adecarboxylata'
MW658704.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella aerogenes'
MW658703.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella oxytoca'
MW658702.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Kluyvera', 'Kluyvera cryocrescens'
MW658701.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', ' Enterobacter cloacae complex', 'Enterobacter hormaechei subsp. xiangfangensis'
MW658700.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', ' Pantoea agglomerans group', 'Pantoea agglomerans'
MW658698.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Leclercia', 'Leclercia adecarboxylata'
MW658697.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', ' Enterobacter cloacae complex', 'Enterobacter hormaechei subsp. xiangfangensis'
MW658696.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Citrobacter', ' Citrobacter freundii complex', 'Citrobacter freundii'
MW658695.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Citrobacter', ' Citrobacter freundii complex', 'Citrobacter freundii'
MW658694.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Acinetobacter', ' Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter lactucae'
MW658692.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella oxytoca'
MW644772.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella variicola'
MW286274.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Chromatiales', ' Chromatiaceae', ' Halochromatium', ' environmental samples', 'uncultured Halochromatium sp.'
MW130885.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Alteromonadales genera incertae sedis', ' Motilimonas', ' unclassified Motilimonas', 'Motilimonas sp.'
MT539306.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Oxalobacteraceae', ' Massilia', 'Massilia aurea'
MT539305.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas brassicacearum subsp. neoaurantiaca'
MT539302.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas koreensis'
MT539297.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Acinetobacter', ' Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter calcoaceticus'
MT539293.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas baetica'
MT505512.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Acinetobacter', 'Acinetobacter indicus CIP 110367'
MT131167.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131166.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131165.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131164.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131163.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131162.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131161.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131160.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131159.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131158.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131157.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131156.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131155.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131154.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131153.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131152.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131151.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT131150.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130991.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130990.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130989.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130988.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130987.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130986.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130985.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130984.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130983.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130982.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130981.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130980.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130979.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130978.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130977.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130976.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130975.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130974.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT130973.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
MT126453.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', ' environmental samples', 'uncultured Campylobacter sp.'
